Atomic #,Element,# Neutrons of Most Stable Isotope,# Neutrons of This Isotope,Difference in Neutrons,Half-Life (s),Half-Life - Distance from Mean (s),Half-Life - Proportion of Mean,Half-Life - Orders of Magnitude Above/Below Mean 
51,Antimony (Sb),71,63,-8,209.4,-2812651.741387097,7.444377431896239e-05,-4.128
51,Antimony (Sb),71,64,-7,1926.0,-2810935.141387097,0.0006847120789795681,-3.164
51,Antimony (Sb),71,65,-6,948.0,-2811913.141387097,0.0003370233908996005,-3.472
51,Antimony (Sb),71,66,-5,10080.0,-2802781.141387097,0.003583539852603347,-2.446
51,Antimony (Sb),71,67,-4,216.0,-2812645.141387097,7.679013969864314e-05,-4.115
51,Antimony (Sb),71,68,-3,137484.0,-2675377.141387097,0.04887692391818636,-1.311
51,Antimony (Sb),71,69,-2,953.4,-2811907.741387097,0.0003389431443920666,-3.47
51,Antimony (Sb),71,74,3,86993948.16,84181087.0186129,30.927210333995,1.49
51,Antimony (Sb),71,77,6,32436.0,-2780425.141387097,0.011531319311412913,-1.938
51,Antimony (Sb),71,78,7,15840.0,-2797021.141387097,0.005631276911233831,-2.249
51,Antimony (Sb),71,79,8,2370.0,-2810491.141387097,0.0008425584772490013,-3.074
51,Antimony (Sb),71,80,9,1381.8,-2811479.3413870973,0.0004912435881277088,-3.309
51,Antimony (Sb),71,81,10,167.4,-2812693.741387097,5.9512358266448445e-05,-4.225
51,Antimony (Sb),71,82,11,150.0,-2812711.141387097,5.332648590183552e-05,-4.273
51,Antimony (Sb),71,83,12,0.78,-2812860.3613870973,2.7729772668954473e-07,-6.557
51,Antimony (Sb),71,84,13,1.68,-2812859.461387097,5.972566421005578e-07,-6.224
51,Antimony (Sb),71,85,14,0.923,-2812860.218387097,3.281356432492946e-07,-6.484
51,Antimony (Sb),71,86,15,0.45,-2812860.691387097,1.5997945770550655e-07,-6.796
51,Antimony (Sb),71,87,16,0.5,-2812860.641387097,1.777549530061184e-07,-6.75
51,Antimony (Sb),71,88,17,0.3,-2812860.8413870973,1.0665297180367104e-07,-6.972
52,Tellurium (Te),76,53,-23,0.0,-2.7877824e+30,0.0,0
52,Tellurium (Te),76,54,-22,70.0,-2.7877824e+30,2.510956378804888e-29,-28.6
52,Tellurium (Te),76,55,-21,0.003,-2.7877824e+30,1.076124162344952e-33,-32.968
52,Tellurium (Te),76,56,-20,2.1,-2.7877824e+30,7.532869136414664e-31,-30.123
52,Tellurium (Te),76,57,-19,4.6,-2.7877824e+30,1.650057048928926e-30,-29.783
52,Tellurium (Te),76,58,-18,18.6,-2.7877824e+30,6.671969806538703e-30,-29.176
52,Tellurium (Te),76,59,-17,19.3,-2.7877824e+30,6.923065444419192e-30,-29.16
52,Tellurium (Te),76,60,-16,120.0,-2.7877824e+30,4.304496649379808e-29,-28.366
52,Tellurium (Te),76,61,-15,102.0,-2.7877824e+30,3.658822151972837e-29,-28.437
52,Tellurium (Te),76,62,-14,912.0,-2.7877824e+30,3.271417453528654e-28,-27.485
52,Tellurium (Te),76,63,-13,348.0,-2.7877824e+30,1.2483040283201444e-28,-27.904
52,Tellurium (Te),76,64,-12,8964.0,-2.7877824e+30,3.2154589970867166e-27,-26.493
52,Tellurium (Te),76,65,-11,3720.0,-2.7877824e+30,1.3343939613077405e-27,-26.875
52,Tellurium (Te),76,67,-9,57780.0,-2.7877824e+30,2.0726151366763776e-26,-25.683
52,Tellurium (Te),76,71,-5,stable,stable,stable,stable
52,Tellurium (Te),76,75,-1,33660.0,-2.7877824e+30,1.2074113101510361e-26,-25.918
52,Tellurium (Te),76,76,0,6.969456e+31,6.69067776e+31,25.0,1.398
52,Tellurium (Te),76,77,1,4176.0,-2.7877824e+30,1.4979648339841732e-27,-26.824
52,Tellurium (Te),76,79,3,1500.0,-2.7877824e+30,5.38062081172476e-28,-27.269
52,Tellurium (Te),76,81,5,750.0,-2.7877824e+30,2.69031040586238e-28,-27.57
52,Tellurium (Te),76,82,6,2508.0,-2.7877824e+30,8.996397997203798e-28,-27.046
52,Tellurium (Te),76,83,7,19.0,-2.7877824e+30,6.815453028184695e-30,-29.167
52,Tellurium (Te),76,84,8,17.63,-2.7877824e+30,6.324022994047167e-30,-29.199
52,Tellurium (Te),76,85,9,2.49,-2.7877824e+30,8.931830547463102e-31,-30.049
52,Tellurium (Te),76,86,10,1.4,-2.7877824e+30,5.021912757609775e-31,-30.299
53,Iodine (I),74,55,-19,0.036,-15482205006834.588,2.3252501813603287e-15,-14.634
53,Iodine (I),74,56,-18,103.0,-15482205006731.623,6.6527991300031636e-12,-11.177
53,Iodine (I),74,57,-17,0.65,-15482205006833.973,4.198368383011705e-14,-13.377
53,Iodine (I),74,58,-16,2.5,-15482205006832.123,1.6147570703891173e-13,-12.792
53,Iodine (I),74,59,-15,3.42,-15482205006831.203,2.2089876722923124e-13,-12.656
53,Iodine (I),74,60,-14,6.6,-15482205006828.023,4.2629586658272697e-13,-12.37
53,Iodine (I),74,61,-13,2.1,-15482205006832.523,1.3563959391268587e-13,-12.868
53,Iodine (I),74,62,-12,78.0,-15482205006756.623,5.038042059614046e-12,-11.298
53,Iodine (I),74,63,-11,2.91,-15482205006831.713,1.8795772299329327e-13,-12.726
53,Iodine (I),74,64,-10,133.2,-15482205006701.424,8.603425671033216e-12,-11.065
53,Iodine (I),74,65,-9,822.0,-15482205006012.623,5.3093212474394176e-11,-10.275
53,Iodine (I),74,66,-8,1146.0,-15482205005688.623,7.402046410663714e-11,-10.131
53,Iodine (I),74,67,-7,4896.0,-15482205001938.623,3.162340246650047e-10,-9.5
53,Iodine (I),74,68,-6,7632.0,-15482204999202.623,4.929530384483897e-10,-9.307
53,Iodine (I),74,69,-5,217.8,-15482205006616.822,1.4067763597229991e-11,-10.852
53,Iodine (I),74,70,-4,47604.6,-15482204959230.023,3.0747945773218307e-09,-8.512
53,Iodine (I),74,75,1,1499.4,-15482205005335.223,9.68466700536577e-11,-10.014
53,Iodine (I),74,76,2,495430560000000.0,479948354993165.4,31.999999985873593,1.505
53,Iodine (I),74,77,3,44496.0,-15482204962338.623,2.8740092241613665e-09,-8.542
53,Iodine (I),74,79,5,8262.0,-15482204998572.623,5.336449166221955e-10,-9.273
53,Iodine (I),74,80,6,74880.0,-15482204931954.623,4.8365203772294845e-09,-8.315
53,Iodine (I),74,81,7,3150.0,-15482205003684.623,2.0345939086902878e-10,-9.692
53,Iodine (I),74,82,8,23652.0,-15482204983182.623,1.5276893691537361e-09,-8.816
53,Iodine (I),74,83,9,83.4,-15482205006751.223,5.3868295868180956e-12,-11.269
53,Iodine (I),74,84,10,24.13,-15482205006810.492,1.558563524339576e-12,-11.807
53,Iodine (I),74,85,11,6.23,-15482205006828.393,4.0239746194096806e-13,-12.395
53,Iodine (I),74,86,12,2.282,-15482205006832.342,1.4739502538511863e-13,-12.832
53,Iodine (I),74,87,13,0.86,-15482205006833.764,5.5547643221385636e-14,-13.255
53,Iodine (I),74,88,14,0.43,-15482205006834.193,2.7773821610692818e-14,-13.556
53,Iodine (I),74,89,15,0.2,-15482205006834.424,1.291805656311294e-14,-13.889
53,Iodine (I),74,90,16,0.1,-15482205006834.523,6.45902828155647e-15,-14.19
53,Iodine (I),74,91,17,0.05,-15482205006834.572,3.229514140778235e-15,-14.491
54,Xenon (Xe),77,54,-23,58.0,-5956.928199999999,0.009642675368926266,-2.016
54,Xenon (Xe),77,55,-22,0.013,-6014.9151999999995,2.161289306828301e-06,-5.665
54,Xenon (Xe),77,56,-21,0.31,-6014.618199999999,5.153843731667487e-05,-4.288
54,Xenon (Xe),77,57,-20,0.74,-6014.1882,0.00012302723746561098,-3.91
54,Xenon (Xe),77,58,-19,2.7,-6012.2282,0.000448883163725878,-3.348
54,Xenon (Xe),77,59,-18,2.74,-6012.1882,0.00045553328466996505,-3.341
54,Xenon (Xe),77,60,-17,10.0,-6004.928199999999,0.0016625302360217702,-2.779
54,Xenon (Xe),77,61,-16,18.0,-5996.928199999999,0.002992554424839186,-2.524
54,Xenon (Xe),77,62,-15,59.0,-5955.928199999999,0.009808928392528444,-2.008
54,Xenon (Xe),77,63,-14,61.0,-5953.928199999999,0.010141434439732798,-1.994
54,Xenon (Xe),77,64,-13,228.0,-5786.928199999999,0.03790568938129636,-1.421
54,Xenon (Xe),77,65,-12,348.0,-5666.928199999999,0.0578560522135576,-1.238
54,Xenon (Xe),77,66,-11,2400.0,-3614.9281999999994,0.39900725664522485,-0.399
54,Xenon (Xe),77,67,-10,2406.0,-3608.9281999999994,0.4000047747868379,-0.398
54,Xenon (Xe),77,68,-9,72360.0,66345.0718,12.030068787853528,1.08
54,Xenon (Xe),77,69,-8,7488.0,1473.0718000000006,1.2449026407331014,0.095
54,Xenon (Xe),77,71,-6,60840.0,54825.0718,10.114833955956449,1.005
54,Xenon (Xe),77,80,3,stable,stable,stable,stable
54,Xenon (Xe),77,81,4,32904.0,26889.0718,5.470389488606033,0.738
54,Xenon (Xe),77,83,6,229.08,-5785.848199999999,0.03808524264678671,-1.419
54,Xenon (Xe),77,84,7,844.8,-5170.128199999999,0.14045055433911913,-0.852
54,Xenon (Xe),77,85,8,39.68,-5975.248199999999,0.0065969199765343834,-2.181
54,Xenon (Xe),77,86,9,13.6,-6001.328199999999,0.0022610411209896073,-2.646
54,Xenon (Xe),77,87,10,1.73,-6013.1982,0.00028761773083176625,-3.541
54,Xenon (Xe),77,88,11,1.22,-6013.708199999999,0.00020282868879465595,-3.693
54,Xenon (Xe),77,89,12,0.511,-6014.417199999999,8.495529506071245e-05,-4.071
54,Xenon (Xe),77,90,13,0.388,-6014.5401999999995,6.450617315764469e-05,-4.19
54,Xenon (Xe),77,91,14,0.188,-6014.740199999999,3.125556843720928e-05,-4.505
54,Xenon (Xe),77,92,15,0.146,-6014.7822,2.4272941445917844e-05,-4.615
54,Xenon (Xe),77,93,16,130.0,-5884.928199999999,0.021612893068283012,-1.665
55,Caesium (Cs),78,57,-21,500.0,-28303235.0405,1.7665513024501774e-05,-4.753
55,Caesium (Cs),78,58,-20,16.7,-28303718.3405,5.900281350183592e-07,-6.229
55,Caesium (Cs),78,59,-19,0.57,-28303734.4705,2.013868484793202e-08,-7.696
55,Caesium (Cs),78,60,-18,1.4,-28303733.6405,4.946343646860496e-08,-7.306
55,Caesium (Cs),78,61,-17,0.7,-28303734.3405,2.473171823430248e-08,-7.607
55,Caesium (Cs),78,62,-16,8.4,-28303726.6405,2.9678061881162984e-07,-6.528
55,Caesium (Cs),78,63,-15,14.0,-28303721.0405,4.946343646860497e-07,-6.306
55,Caesium (Cs),78,64,-14,43.0,-28303692.0405,1.5192341201071525e-06,-5.818
55,Caesium (Cs),78,65,-13,61.2,-28303673.8405,2.1622587941990174e-06,-5.665
55,Caesium (Cs),78,66,-12,155.0,-28303580.0405,5.47630903759555e-06,-5.262
55,Caesium (Cs),78,67,-11,21.18,-28303713.8605,7.483111317178952e-07,-6.126
55,Caesium (Cs),78,68,-10,352.8,-28303382.2405,1.2464785990088452e-05,-4.904
55,Caesium (Cs),78,69,-9,30.9,-28303704.1405,1.0917287049142097e-06,-5.962
55,Caesium (Cs),78,70,-8,2802.0,-28300933.0405,9.899753498930794e-05,-4.004
55,Caesium (Cs),78,71,-7,98.4,-28303636.6405,3.4765729632219495e-06,-5.459
55,Caesium (Cs),78,72,-6,22500.0,-28281235.0405,0.0007949480861025798,-3.1
55,Caesium (Cs),78,73,-5,218.4,-28303516.6405,7.716296089102376e-06,-5.113
55,Caesium (Cs),78,74,-4,115416.0,-28188319.0405,0.004077765702471793,-2.39
55,Caesium (Cs),78,75,-3,1752.6,-28301982.4405,6.192115625348361e-05,-4.208
55,Caesium (Cs),78,79,1,65128147.2,36824412.1595,2.3010442652465377,0.362
55,Caesium (Cs),78,80,2,2310000.0,-25993735.0405,0.08161467017319819,-1.088
55,Caesium (Cs),78,82,4,951349665.6,923045930.5595,33.61215981702441,1.526
55,Caesium (Cs),78,83,5,2004.6,-28301730.4405,7.08245748178325e-05,-4.15
55,Caesium (Cs),78,84,6,556.2,-28303178.8405,1.9651116688455775e-05,-4.707
55,Caesium (Cs),78,85,7,63.7,-28303671.3405,2.250586359321526e-06,-5.648
55,Caesium (Cs),78,86,8,24.84,-28303710.2005,8.776226870572481e-07,-6.057
